"SYSTEM", "1", "SYSTEM", "System Start", " "
"Thread-2", "24579", "Dining/DiningProgrammers.java:96", "Line Step", " file=Dining/DiningProgrammers.java, line=96"
"Thread-3", "24580", "Dining/DiningProgrammers.java:96", "Line Step", " file=Dining/DiningProgrammers.java, line=96"
"Thread-2", "24581", "Dining/DiningProgrammers.java:103", "Line Step", " file=Dining/DiningProgrammers.java, line=103"
"Thread-2", "24582", "Dining/DiningProgrammers.java:103", "Method Exit", " returner=Dining.State:3#set_state:634, value=<void>"
"Thread-3", "24583", "Dining/DiningProgrammers.java:103", "Line Step", " file=Dining/DiningProgrammers.java, line=103"
"Thread-2", "24584", "Dining/DiningProgrammers.java:40", "Method Returned", " "
"Thread-2", "24585", "Dining/DiningProgrammers.java:41", "Line Step", " file=Dining/DiningProgrammers.java, line=41"
"Thread-3", "24586", "Dining/DiningProgrammers.java:103", "Method Exit", " returner=Dining.State:4#set_state:633, value=<void>"
"Thread-2", "24587", "Dining/DiningProgrammers.java:41", "Field Read", " context=Dining.Programmer:3, fs"
"Thread-3", "24588", "Dining/DiningProgrammers.java:43", "Method Returned", " "
"Thread-3", "24589", "Dining/DiningProgrammers.java:44", "Line Step", " file=Dining/DiningProgrammers.java, line=44"
"Thread-3", "24590", "Dining/DiningProgrammers.java:44", "Field Read", " context=Dining.Programmer:4, fs"
"Thread-2", "24591", "Dining/DiningProgrammers.java:41", "Method Call", " caller=Dining.Programmer:3#run:3, target=Dining.Forks:1#pickup:424"
"Thread-2", "24592", "Dining/DiningProgrammers.java:56", "Method Entered", " "
"Thread-2", "24593", "Dining/DiningProgrammers.java:56", "Variable Write", " context=Dining.Forks:1#pickup:424, p=Dining.Programmer:3"
"Thread-2", "24594", "Dining/DiningProgrammers.java:58", "Line Step", " file=Dining/DiningProgrammers.java, line=58"
"Thread-2", "24595", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.Forks:1, n"
"Thread-2", "24596", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.State:3, count"
"Thread-2", "24597", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.Forks:1, n"
"Thread-2", "24598", "Dining/DiningProgrammers.java:66", "Line Step", " file=Dining/DiningProgrammers.java, line=66"
"Thread-2", "24599", "Dining/DiningProgrammers.java:66", "Field Read", " context=Dining.Forks:1, n"
"Thread-2", "24600", "Dining/DiningProgrammers.java:66", "Field Write", " context=Dining.Forks:1, n=0"
"Thread-2", "24601", "Dining/DiningProgrammers.java:67", "Line Step", " file=Dining/DiningProgrammers.java, line=67"
"Thread-2", "24602", "Dining/DiningProgrammers.java:67", "Field Read", " context=Dining.State:3, count"
"Thread-2", "24603", "Dining/DiningProgrammers.java:67", "Field Write", " context=Dining.State:3, count=2"
"Thread-2", "24604", "Dining/DiningProgrammers.java:68", "Line Step", " file=Dining/DiningProgrammers.java, line=68"
"Thread-2", "24605", "Dining/DiningProgrammers.java:69", "Line Step", " file=Dining/DiningProgrammers.java, line=69"
"Thread-2", "24606", "Dining/DiningProgrammers.java:69", "Method Exit", " returner=Dining.Forks:1#pickup:424, value=<void>"
"Thread-1", "24607", "Dining/DiningProgrammers.java:61", "Line Step", " file=Dining/DiningProgrammers.java, line=61"
"Thread-2", "24608", "Dining/DiningProgrammers.java:41", "Method Returned", " "
"Thread-2", "24609", "Dining/DiningProgrammers.java:42", "Line Step", " file=Dining/DiningProgrammers.java, line=42"
"Thread-1", "24610", "Dining/DiningProgrammers.java:58", "Line Step", " file=Dining/DiningProgrammers.java, line=58"
"Thread-2", "24611", "Dining/DiningProgrammers.java:42", "Method Call", " caller=Dining.Programmer:3#run:3, target=Dining.State:3#set_state:635"
"Thread-2", "24612", "Dining/DiningProgrammers.java:85", "Method Entered", " "
"Thread-1", "24613", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.Forks:1, n"
"Thread-2", "24614", "Dining/DiningProgrammers.java:85", "Variable Write", " context=Dining.State:3#set_state:635, s=""E"""
"Thread-1", "24615", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.Forks:1, n"
"Thread-2", "24616", "Dining/DiningProgrammers.java:86", "Line Step", " file=Dining/DiningProgrammers.java, line=86"
"Thread-1", "24617", "Dining/DiningProgrammers.java:60", "Line Step", " file=Dining/DiningProgrammers.java, line=60"
"Thread-2", "24618", "Dining/DiningProgrammers.java:86", "Field Write", " context=Dining.State:3, state=""E"""
"Thread-2", "24619", "Dining/DiningProgrammers.java:88", "Line Step", " file=Dining/DiningProgrammers.java, line=88"
"Thread-3", "24620", "Dining/DiningProgrammers.java:44", "Method Call", " caller=Dining.Programmer:4#run:4, target=Dining.Forks:1#drop:209"
"Thread-3", "24621", "Dining/DiningProgrammers.java:72", "Method Entered", " "
"Thread-3", "24622", "Dining/DiningProgrammers.java:72", "Variable Write", " context=Dining.Forks:1#drop:209, p=Dining.Programmer:4"
"Thread-2", "24623", "Dining/DiningProgrammers.java:92", "Line Step", " file=Dining/DiningProgrammers.java, line=92"
"Thread-3", "24624", "Dining/DiningProgrammers.java:73", "Line Step", " file=Dining/DiningProgrammers.java, line=73"
"Thread-3", "24625", "Dining/DiningProgrammers.java:73", "Field Read", " context=Dining.Forks:1, n"
"Thread-2", "24626", "Dining/DiningProgrammers.java:96", "Line Step", " file=Dining/DiningProgrammers.java, line=96"
"Thread-3", "24627", "Dining/DiningProgrammers.java:73", "Field Read", " context=Dining.State:4, count"
"Thread-2", "24628", "Dining/DiningProgrammers.java:97", "Line Step", " file=Dining/DiningProgrammers.java, line=97"
"Thread-3", "24629", "Dining/DiningProgrammers.java:73", "Field Write", " context=Dining.Forks:1, n=2"
"Thread-2", "24630", "Dining/DiningProgrammers.java:97", "Field Read", " context=Dining.State:3, name"
"Thread-3", "24631", "Dining/DiningProgrammers.java:74", "Line Step", " file=Dining/DiningProgrammers.java, line=74"
"Thread-3", "24632", "Dining/DiningProgrammers.java:74", "Field Write", " context=Dining.State:4, count=0"
"Thread-3", "24633", "Dining/DiningProgrammers.java:75", "Line Step", " file=Dining/DiningProgrammers.java, line=75"
"Thread-3", "24634", "Dining/DiningProgrammers.java:76", "Line Step", " file=Dining/DiningProgrammers.java, line=76"
"Thread-2", "24635", "Dining/DiningProgrammers.java:98", "Line Step", " file=Dining/DiningProgrammers.java, line=98"
"Thread-3", "24636", "Dining/DiningProgrammers.java:76", "Method Exit", " returner=Dining.Forks:1#drop:209, value=<void>"
"Thread-0", "24637", "Dining/DiningProgrammers.java:61", "Line Step", " file=Dining/DiningProgrammers.java, line=61"
"Thread-3", "24638", "Dining/DiningProgrammers.java:44", "Method Returned", " "
"Thread-3", "24639", "Dining/DiningProgrammers.java:38", "Line Step", " file=Dining/DiningProgrammers.java, line=38"
"Thread-0", "24640", "Dining/DiningProgrammers.java:58", "Line Step", " file=Dining/DiningProgrammers.java, line=58"
"Thread-3", "24641", "Dining/DiningProgrammers.java:38", "Variable Write", " context=Dining.Programmer:4#run:4, i=43"
"Thread-3", "24642", "Dining/DiningProgrammers.java:39", "Line Step", " file=Dining/DiningProgrammers.java, line=39"
"Thread-0", "24643", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.Forks:1, n"
"Thread-3", "24644", "Dining/DiningProgrammers.java:39", "Field Read", " context=Dining.Programmer:4, fs"
"Thread-0", "24645", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.Forks:1, n"
"Thread-0", "24646", "Dining/DiningProgrammers.java:66", "Line Step", " file=Dining/DiningProgrammers.java, line=66"
"Thread-0", "24647", "Dining/DiningProgrammers.java:66", "Field Read", " context=Dining.Forks:1, n"
"Thread-0", "24648", "Dining/DiningProgrammers.java:66", "Field Write", " context=Dining.Forks:1, n=1"
"Thread-0", "24649", "Dining/DiningProgrammers.java:67", "Line Step", " file=Dining/DiningProgrammers.java, line=67"
"Thread-0", "24650", "Dining/DiningProgrammers.java:67", "Field Read", " context=Dining.State:1, count"
"Thread-0", "24651", "Dining/DiningProgrammers.java:67", "Field Write", " context=Dining.State:1, count=1"
"Thread-0", "24652", "Dining/DiningProgrammers.java:68", "Line Step", " file=Dining/DiningProgrammers.java, line=68"
"Thread-0", "24653", "Dining/DiningProgrammers.java:69", "Line Step", " file=Dining/DiningProgrammers.java, line=69"
"Thread-0", "24654", "Dining/DiningProgrammers.java:69", "Method Exit", " returner=Dining.Forks:1#pickup:419, value=<void>"
"Thread-4", "24655", "Dining/DiningProgrammers.java:61", "Line Step", " file=Dining/DiningProgrammers.java, line=61"
"Thread-0", "24656", "Dining/DiningProgrammers.java:39", "Method Returned", " "
"Thread-0", "24657", "Dining/DiningProgrammers.java:40", "Line Step", " file=Dining/DiningProgrammers.java, line=40"
"Thread-4", "24658", "Dining/DiningProgrammers.java:58", "Line Step", " file=Dining/DiningProgrammers.java, line=58"
"Thread-0", "24659", "Dining/DiningProgrammers.java:40", "Method Call", " caller=Dining.Programmer:1#run:1, target=Dining.State:1#set_state:636"
"Thread-0", "24660", "Dining/DiningProgrammers.java:85", "Method Entered", " "
"Thread-4", "24661", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.Forks:1, n"
"Thread-0", "24662", "Dining/DiningProgrammers.java:85", "Variable Write", " context=Dining.State:1#set_state:636, s=""H"""
"Thread-4", "24663", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.State:5, count"
"Thread-0", "24664", "Dining/DiningProgrammers.java:86", "Line Step", " file=Dining/DiningProgrammers.java, line=86"
"Thread-4", "24665", "Dining/DiningProgrammers.java:60", "Line Step", " file=Dining/DiningProgrammers.java, line=60"
"Thread-0", "24666", "Dining/DiningProgrammers.java:86", "Field Write", " context=Dining.State:1, state=""H"""
"Thread-0", "24667", "Dining/DiningProgrammers.java:88", "Line Step", " file=Dining/DiningProgrammers.java, line=88"
"Thread-3", "24668", "Dining/DiningProgrammers.java:39", "Method Call", " caller=Dining.Programmer:4#run:4, target=Dining.Forks:1#pickup:425"
"Thread-3", "24669", "Dining/DiningProgrammers.java:56", "Method Entered", " "
"Thread-3", "24670", "Dining/DiningProgrammers.java:56", "Variable Write", " context=Dining.Forks:1#pickup:425, p=Dining.Programmer:4"
"Thread-0", "24671", "Dining/DiningProgrammers.java:92", "Line Step", " file=Dining/DiningProgrammers.java, line=92"
"Thread-3", "24672", "Dining/DiningProgrammers.java:58", "Line Step", " file=Dining/DiningProgrammers.java, line=58"
"Thread-3", "24673", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.Forks:1, n"
"Thread-0", "24674", "Dining/DiningProgrammers.java:93", "Line Step", " file=Dining/DiningProgrammers.java, line=93"
"Thread-3", "24675", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.State:4, count"
"Thread-0", "24676", "Dining/DiningProgrammers.java:93", "Field Read", " context=Dining.State:1, name"
"Thread-3", "24677", "Dining/DiningProgrammers.java:60", "Line Step", " file=Dining/DiningProgrammers.java, line=60"
"Thread-0", "24678", "Dining/DiningProgrammers.java:94", "Line Step", " file=Dining/DiningProgrammers.java, line=94"
"Thread-2", "24679", "Dining/DiningProgrammers.java:99", "Line Step", " file=Dining/DiningProgrammers.java, line=99"
"Thread-2", "24680", "Dining/DiningProgrammers.java:99", "Field Read", " context=Dining.State:3, name"
"Thread-2", "24681", "Dining/DiningProgrammers.java:101", "Line Step", " file=Dining/DiningProgrammers.java, line=101"
"Thread-2", "24682", "Dining/DiningProgrammers.java:103", "Line Step", " file=Dining/DiningProgrammers.java, line=103"
"Thread-2", "24683", "Dining/DiningProgrammers.java:103", "Method Exit", " returner=Dining.State:3#set_state:635, value=<void>"
"Thread-2", "24684", "Dining/DiningProgrammers.java:42", "Method Returned", " "
"Thread-2", "24685", "Dining/DiningProgrammers.java:43", "Line Step", " file=Dining/DiningProgrammers.java, line=43"
"Thread-2", "24686", "Dining/DiningProgrammers.java:43", "Method Call", " caller=Dining.Programmer:3#run:3, target=Dining.State:3#set_state:637"
"Thread-2", "24687", "Dining/DiningProgrammers.java:85", "Method Entered", " "
"Thread-2", "24688", "Dining/DiningProgrammers.java:85", "Variable Write", " context=Dining.State:3#set_state:637, s=""C"""
"Thread-2", "24689", "Dining/DiningProgrammers.java:86", "Line Step", " file=Dining/DiningProgrammers.java, line=86"
"Thread-2", "24690", "Dining/DiningProgrammers.java:86", "Field Write", " context=Dining.State:3, state=""C"""
"Thread-2", "24691", "Dining/DiningProgrammers.java:88", "Line Step", " file=Dining/DiningProgrammers.java, line=88"
"Thread-2", "24692", "Dining/DiningProgrammers.java:89", "Line Step", " file=Dining/DiningProgrammers.java, line=89"
"Thread-2", "24693", "Dining/DiningProgrammers.java:89", "Field Read", " context=Dining.State:3, name"
"Thread-2", "24694", "Dining/DiningProgrammers.java:90", "Line Step", " file=Dining/DiningProgrammers.java, line=90"
"Thread-0", "24695", "Dining/DiningProgrammers.java:96", "Line Step", " file=Dining/DiningProgrammers.java, line=96"
"Thread-0", "24696", "Dining/DiningProgrammers.java:103", "Line Step", " file=Dining/DiningProgrammers.java, line=103"
"Thread-0", "24697", "Dining/DiningProgrammers.java:103", "Method Exit", " returner=Dining.State:1#set_state:636, value=<void>"
"Thread-0", "24698", "Dining/DiningProgrammers.java:40", "Method Returned", " "
"Thread-0", "24699", "Dining/DiningProgrammers.java:41", "Line Step", " file=Dining/DiningProgrammers.java, line=41"
"Thread-0", "24700", "Dining/DiningProgrammers.java:41", "Field Read", " context=Dining.Programmer:1, fs"
"Thread-0", "24701", "Dining/DiningProgrammers.java:41", "Method Call", " caller=Dining.Programmer:1#run:1, target=Dining.Forks:1#pickup:426"
"Thread-0", "24702", "Dining/DiningProgrammers.java:56", "Method Entered", " "
"Thread-0", "24703", "Dining/DiningProgrammers.java:56", "Variable Write", " context=Dining.Forks:1#pickup:426, p=Dining.Programmer:1"
"Thread-0", "24704", "Dining/DiningProgrammers.java:58", "Line Step", " file=Dining/DiningProgrammers.java, line=58"
"Thread-0", "24705", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.Forks:1, n"
"Thread-0", "24706", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.State:1, count"
"Thread-0", "24707", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.Forks:1, n"
"Thread-0", "24708", "Dining/DiningProgrammers.java:66", "Line Step", " file=Dining/DiningProgrammers.java, line=66"
"Thread-0", "24709", "Dining/DiningProgrammers.java:66", "Field Read", " context=Dining.Forks:1, n"
"Thread-0", "24710", "Dining/DiningProgrammers.java:66", "Field Write", " context=Dining.Forks:1, n=0"
"Thread-0", "24711", "Dining/DiningProgrammers.java:67", "Line Step", " file=Dining/DiningProgrammers.java, line=67"
"Thread-0", "24712", "Dining/DiningProgrammers.java:67", "Field Read", " context=Dining.State:1, count"
"Thread-0", "24713", "Dining/DiningProgrammers.java:67", "Field Write", " context=Dining.State:1, count=2"
"Thread-0", "24714", "Dining/DiningProgrammers.java:68", "Line Step", " file=Dining/DiningProgrammers.java, line=68"
"Thread-0", "24715", "Dining/DiningProgrammers.java:69", "Line Step", " file=Dining/DiningProgrammers.java, line=69"
"Thread-0", "24716", "Dining/DiningProgrammers.java:69", "Method Exit", " returner=Dining.Forks:1#pickup:426, value=<void>"
"Thread-1", "24717", "Dining/DiningProgrammers.java:61", "Line Step", " file=Dining/DiningProgrammers.java, line=61"
"Thread-0", "24718", "Dining/DiningProgrammers.java:41", "Method Returned", " "
"Thread-0", "24719", "Dining/DiningProgrammers.java:42", "Line Step", " file=Dining/DiningProgrammers.java, line=42"
"Thread-1", "24720", "Dining/DiningProgrammers.java:58", "Line Step", " file=Dining/DiningProgrammers.java, line=58"
"Thread-0", "24721", "Dining/DiningProgrammers.java:42", "Method Call", " caller=Dining.Programmer:1#run:1, target=Dining.State:1#set_state:638"
"Thread-0", "24722", "Dining/DiningProgrammers.java:85", "Method Entered", " "
"Thread-1", "24723", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.Forks:1, n"
"Thread-0", "24724", "Dining/DiningProgrammers.java:85", "Variable Write", " context=Dining.State:1#set_state:638, s=""E"""
"Thread-1", "24725", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.Forks:1, n"
"Thread-0", "24726", "Dining/DiningProgrammers.java:86", "Line Step", " file=Dining/DiningProgrammers.java, line=86"
"Thread-1", "24727", "Dining/DiningProgrammers.java:60", "Line Step", " file=Dining/DiningProgrammers.java, line=60"
"Thread-0", "24728", "Dining/DiningProgrammers.java:86", "Field Write", " context=Dining.State:1, state=""E"""
"Thread-0", "24729", "Dining/DiningProgrammers.java:88", "Line Step", " file=Dining/DiningProgrammers.java, line=88"
"Thread-0", "24730", "Dining/DiningProgrammers.java:92", "Line Step", " file=Dining/DiningProgrammers.java, line=92"
"Thread-0", "24731", "Dining/DiningProgrammers.java:96", "Line Step", " file=Dining/DiningProgrammers.java, line=96"
"Thread-0", "24732", "Dining/DiningProgrammers.java:97", "Line Step", " file=Dining/DiningProgrammers.java, line=97"
"Thread-0", "24733", "Dining/DiningProgrammers.java:97", "Field Read", " context=Dining.State:1, name"
"Thread-0", "24734", "Dining/DiningProgrammers.java:98", "Line Step", " file=Dining/DiningProgrammers.java, line=98"
"Thread-0", "24735", "Dining/DiningProgrammers.java:99", "Line Step", " file=Dining/DiningProgrammers.java, line=99"
"Thread-0", "24736", "Dining/DiningProgrammers.java:99", "Field Read", " context=Dining.State:1, name"
"Thread-0", "24737", "Dining/DiningProgrammers.java:101", "Line Step", " file=Dining/DiningProgrammers.java, line=101"
"Thread-0", "24738", "Dining/DiningProgrammers.java:103", "Line Step", " file=Dining/DiningProgrammers.java, line=103"
"Thread-0", "24739", "Dining/DiningProgrammers.java:103", "Method Exit", " returner=Dining.State:1#set_state:638, value=<void>"
"Thread-0", "24740", "Dining/DiningProgrammers.java:42", "Method Returned", " "
"Thread-0", "24741", "Dining/DiningProgrammers.java:43", "Line Step", " file=Dining/DiningProgrammers.java, line=43"
"Thread-0", "24742", "Dining/DiningProgrammers.java:43", "Method Call", " caller=Dining.Programmer:1#run:1, target=Dining.State:1#set_state:639"
"Thread-0", "24743", "Dining/DiningProgrammers.java:85", "Method Entered", " "
"Thread-0", "24744", "Dining/DiningProgrammers.java:85", "Variable Write", " context=Dining.State:1#set_state:639, s=""C"""
"Thread-0", "24745", "Dining/DiningProgrammers.java:86", "Line Step", " file=Dining/DiningProgrammers.java, line=86"
"Thread-0", "24746", "Dining/DiningProgrammers.java:86", "Field Write", " context=Dining.State:1, state=""C"""
"Thread-0", "24747", "Dining/DiningProgrammers.java:88", "Line Step", " file=Dining/DiningProgrammers.java, line=88"
"Thread-0", "24748", "Dining/DiningProgrammers.java:89", "Line Step", " file=Dining/DiningProgrammers.java, line=89"
"Thread-0", "24749", "Dining/DiningProgrammers.java:89", "Field Read", " context=Dining.State:1, name"
"Thread-0", "24750", "Dining/DiningProgrammers.java:90", "Line Step", " file=Dining/DiningProgrammers.java, line=90"
"Thread-2", "24751", "Dining/DiningProgrammers.java:92", "Line Step", " file=Dining/DiningProgrammers.java, line=92"
"Thread-2", "24752", "Dining/DiningProgrammers.java:96", "Line Step", " file=Dining/DiningProgrammers.java, line=96"
"Thread-2", "24753", "Dining/DiningProgrammers.java:103", "Line Step", " file=Dining/DiningProgrammers.java, line=103"
"Thread-2", "24754", "Dining/DiningProgrammers.java:103", "Method Exit", " returner=Dining.State:3#set_state:637, value=<void>"
"Thread-2", "24755", "Dining/DiningProgrammers.java:43", "Method Returned", " "
"Thread-2", "24756", "Dining/DiningProgrammers.java:44", "Line Step", " file=Dining/DiningProgrammers.java, line=44"
"Thread-2", "24757", "Dining/DiningProgrammers.java:44", "Field Read", " context=Dining.Programmer:3, fs"
"Thread-2", "24758", "Dining/DiningProgrammers.java:44", "Method Call", " caller=Dining.Programmer:3#run:3, target=Dining.Forks:1#drop:210"
"Thread-2", "24759", "Dining/DiningProgrammers.java:72", "Method Entered", " "
"Thread-2", "24760", "Dining/DiningProgrammers.java:72", "Variable Write", " context=Dining.Forks:1#drop:210, p=Dining.Programmer:3"
"Thread-2", "24761", "Dining/DiningProgrammers.java:73", "Line Step", " file=Dining/DiningProgrammers.java, line=73"
"Thread-2", "24762", "Dining/DiningProgrammers.java:73", "Field Read", " context=Dining.Forks:1, n"
"Thread-2", "24763", "Dining/DiningProgrammers.java:73", "Field Read", " context=Dining.State:3, count"
"Thread-2", "24764", "Dining/DiningProgrammers.java:73", "Field Write", " context=Dining.Forks:1, n=2"
"Thread-2", "24765", "Dining/DiningProgrammers.java:74", "Line Step", " file=Dining/DiningProgrammers.java, line=74"
"Thread-2", "24766", "Dining/DiningProgrammers.java:74", "Field Write", " context=Dining.State:3, count=0"
"Thread-0", "24767", "Dining/DiningProgrammers.java:92", "Line Step", " file=Dining/DiningProgrammers.java, line=92"
"Thread-2", "24768", "Dining/DiningProgrammers.java:75", "Line Step", " file=Dining/DiningProgrammers.java, line=75"
"Thread-0", "24769", "Dining/DiningProgrammers.java:96", "Line Step", " file=Dining/DiningProgrammers.java, line=96"
"Thread-2", "24770", "Dining/DiningProgrammers.java:76", "Line Step", " file=Dining/DiningProgrammers.java, line=76"
"Thread-0", "24771", "Dining/DiningProgrammers.java:103", "Line Step", " file=Dining/DiningProgrammers.java, line=103"
"Thread-2", "24772", "Dining/DiningProgrammers.java:76", "Method Exit", " returner=Dining.Forks:1#drop:210, value=<void>"
"Thread-0", "24773", "Dining/DiningProgrammers.java:103", "Method Exit", " returner=Dining.State:1#set_state:639, value=<void>"
"Thread-4", "24774", "Dining/DiningProgrammers.java:61", "Line Step", " file=Dining/DiningProgrammers.java, line=61"
"Thread-2", "24775", "Dining/DiningProgrammers.java:44", "Method Returned", " "
"Thread-2", "24776", "Dining/DiningProgrammers.java:38", "Line Step", " file=Dining/DiningProgrammers.java, line=38"
"Thread-0", "24777", "Dining/DiningProgrammers.java:43", "Method Returned", " "
"Thread-0", "24778", "Dining/DiningProgrammers.java:44", "Line Step", " file=Dining/DiningProgrammers.java, line=44"
"Thread-4", "24779", "Dining/DiningProgrammers.java:58", "Line Step", " file=Dining/DiningProgrammers.java, line=58"
"Thread-2", "24780", "Dining/DiningProgrammers.java:38", "Variable Write", " context=Dining.Programmer:3#run:3, i=42"
"Thread-2", "24781", "Dining/DiningProgrammers.java:39", "Line Step", " file=Dining/DiningProgrammers.java, line=39"
"Thread-0", "24782", "Dining/DiningProgrammers.java:44", "Field Read", " context=Dining.Programmer:1, fs"
"Thread-4", "24783", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.Forks:1, n"
"Thread-2", "24784", "Dining/DiningProgrammers.java:39", "Field Read", " context=Dining.Programmer:3, fs"
"Thread-4", "24785", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.Forks:1, n"
"Thread-4", "24786", "Dining/DiningProgrammers.java:66", "Line Step", " file=Dining/DiningProgrammers.java, line=66"
"Thread-4", "24787", "Dining/DiningProgrammers.java:66", "Field Read", " context=Dining.Forks:1, n"
"Thread-4", "24788", "Dining/DiningProgrammers.java:66", "Field Write", " context=Dining.Forks:1, n=1"
"Thread-4", "24789", "Dining/DiningProgrammers.java:67", "Line Step", " file=Dining/DiningProgrammers.java, line=67"
"Thread-4", "24790", "Dining/DiningProgrammers.java:67", "Field Read", " context=Dining.State:5, count"
"Thread-4", "24791", "Dining/DiningProgrammers.java:67", "Field Write", " context=Dining.State:5, count=1"
"Thread-4", "24792", "Dining/DiningProgrammers.java:68", "Line Step", " file=Dining/DiningProgrammers.java, line=68"
"Thread-4", "24793", "Dining/DiningProgrammers.java:69", "Line Step", " file=Dining/DiningProgrammers.java, line=69"
"Thread-4", "24794", "Dining/DiningProgrammers.java:69", "Method Exit", " returner=Dining.Forks:1#pickup:423, value=<void>"
"Thread-3", "24795", "Dining/DiningProgrammers.java:61", "Line Step", " file=Dining/DiningProgrammers.java, line=61"
"Thread-4", "24796", "Dining/DiningProgrammers.java:39", "Method Returned", " "
"Thread-4", "24797", "Dining/DiningProgrammers.java:40", "Line Step", " file=Dining/DiningProgrammers.java, line=40"
"Thread-3", "24798", "Dining/DiningProgrammers.java:58", "Line Step", " file=Dining/DiningProgrammers.java, line=58"
"Thread-4", "24799", "Dining/DiningProgrammers.java:40", "Method Call", " caller=Dining.Programmer:5#run:5, target=Dining.State:5#set_state:640"
"Thread-4", "24800", "Dining/DiningProgrammers.java:85", "Method Entered", " "
"Thread-3", "24801", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.Forks:1, n"
"Thread-4", "24802", "Dining/DiningProgrammers.java:85", "Variable Write", " context=Dining.State:5#set_state:640, s=""H"""
"Thread-3", "24803", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.State:4, count"
"Thread-4", "24804", "Dining/DiningProgrammers.java:86", "Line Step", " file=Dining/DiningProgrammers.java, line=86"
"Thread-3", "24805", "Dining/DiningProgrammers.java:60", "Line Step", " file=Dining/DiningProgrammers.java, line=60"
"Thread-4", "24806", "Dining/DiningProgrammers.java:86", "Field Write", " context=Dining.State:5, state=""H"""
"Thread-2", "24807", "Dining/DiningProgrammers.java:39", "Method Call", " caller=Dining.Programmer:3#run:3, target=Dining.Forks:1#pickup:427"
"Thread-2", "24808", "Dining/DiningProgrammers.java:56", "Method Entered", " "
"Thread-4", "24809", "Dining/DiningProgrammers.java:88", "Line Step", " file=Dining/DiningProgrammers.java, line=88"
"Thread-2", "24810", "Dining/DiningProgrammers.java:56", "Variable Write", " context=Dining.Forks:1#pickup:427, p=Dining.Programmer:3"
"Thread-2", "24811", "Dining/DiningProgrammers.java:58", "Line Step", " file=Dining/DiningProgrammers.java, line=58"
"Thread-4", "24812", "Dining/DiningProgrammers.java:92", "Line Step", " file=Dining/DiningProgrammers.java, line=92"
"Thread-2", "24813", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.Forks:1, n"
"Thread-4", "24814", "Dining/DiningProgrammers.java:93", "Line Step", " file=Dining/DiningProgrammers.java, line=93"
"Thread-2", "24815", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.State:3, count"
"Thread-4", "24816", "Dining/DiningProgrammers.java:93", "Field Read", " context=Dining.State:5, name"
"Thread-2", "24817", "Dining/DiningProgrammers.java:60", "Line Step", " file=Dining/DiningProgrammers.java, line=60"
"Thread-0", "24818", "Dining/DiningProgrammers.java:44", "Method Call", " caller=Dining.Programmer:1#run:1, target=Dining.Forks:1#drop:211"
"Thread-0", "24819", "Dining/DiningProgrammers.java:72", "Method Entered", " "
"Thread-0", "24820", "Dining/DiningProgrammers.java:72", "Variable Write", " context=Dining.Forks:1#drop:211, p=Dining.Programmer:1"
"Thread-0", "24821", "Dining/DiningProgrammers.java:73", "Line Step", " file=Dining/DiningProgrammers.java, line=73"
"Thread-0", "24822", "Dining/DiningProgrammers.java:73", "Field Read", " context=Dining.Forks:1, n"
"Thread-4", "24823", "Dining/DiningProgrammers.java:94", "Line Step", " file=Dining/DiningProgrammers.java, line=94"
"Thread-0", "24824", "Dining/DiningProgrammers.java:73", "Field Read", " context=Dining.State:1, count"
"Thread-0", "24825", "Dining/DiningProgrammers.java:73", "Field Write", " context=Dining.Forks:1, n=3"
"Thread-0", "24826", "Dining/DiningProgrammers.java:74", "Line Step", " file=Dining/DiningProgrammers.java, line=74"
"Thread-0", "24827", "Dining/DiningProgrammers.java:74", "Field Write", " context=Dining.State:1, count=0"
"Thread-0", "24828", "Dining/DiningProgrammers.java:75", "Line Step", " file=Dining/DiningProgrammers.java, line=75"
"Thread-0", "24829", "Dining/DiningProgrammers.java:76", "Line Step", " file=Dining/DiningProgrammers.java, line=76"
"Thread-0", "24830", "Dining/DiningProgrammers.java:76", "Method Exit", " returner=Dining.Forks:1#drop:211, value=<void>"
